text_form	form	lemma	pos
ձէթն	ձէթն	ձէթ@ն	N+Com@PRO+Dem
քո․	քո	դու	PRO+Per2s
զամենայն	զամենայն	զ@ամենայն	I+Prep@PRO+Ind
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
գործեա	գործեա	գործեմ	V
վասն	վասն	վասն	I+Prep
Աստուծոյ,	աստուծոյ	աստուած	N+Com
եւ	եւ	եւ	I+Conj
յաւտարաց	յաւտարաց	ի@աւտար	I+Prep@A
մի՛	մի	մի (ոչ)	I+Neg
խնդրեր	խնդրեր	խնդրեմ	V
զփառս․	զփառս	զ@փառք	I+Prep@N+Com
զի	զի	զի	I+Conj
ամենայն	ամենայն	ամենայն	PRO+Ind
փառք	փառք	փառք	N+Com
մարդոյ	մարդոյ	մարդ	N+Com
իբրեւ	իբրեւ	իբրեւ	I+Conj
զծաղիկ	զծաղիկ	զ@ծաղիկ	I+Prep@N+Com
խոտոյ	խոտոյ	խոտ	N+Com
է,	է	եմ	V
եւ	եւ	եւ	I+Conj
Տէրն	տէրն	տէր@ն	N+Com@PRO+Dem
քո	քո	դու	PRO+Per2s
մնայ	մնայ	մնամ	V
յաւիտեան։	յաւիտեան	յաւիտեան	N+Com
Զկոյս	զկոյս	զ@կոյս	I+Prep@A
հեզ	հեզ	հեզ	A
սիրէ	սիրէ	սիրեմ	V
Տէր,	տէր	տէր	N+Com
եւ	եւ	եւ	I+Conj
զբարկացողն	զբարկացողն	զ@բարկացող@ն	I+Prep@N+Com@PRO+Dem
ատէ։	ատէ	ատեմ	V
Հնազանդ	հնազանդ	հնազանդ	A
կոյս	կոյս	կոյս	A
զարդաշատ	զարդաշատ	զարդաշատ	A
է,	է	եմ	V
եւ	եւ	եւ	I+Conj
անհնազանդն	անհնազանդն	անհնազանդ@ն	A@PRO+Dem
կարճամիտ	կարճամիտ	կարճամիտ	A
է․	է	եմ	V
զկոյս	զկոյս	զ@կոյս	I+Prep@A
տրտնջող	տրտնջող	տրտնջող	N+Com
կորուսանէ	կորուսանէ	կորուսանեմ	V
Տէր,	տէր	տէր	N+Com
եւ	եւ	եւ	I+Conj
զգոհացողն	զգոհացողն	զ@գոհացող@ն	I+Prep@N+Com@PRO+Dem
փրկէ	փրկէ	փրկեմ	V
ի	ի	ի	I+Prep
մահուանէ։	մահուանէ	մահ	N+Com
Գարշ	գարշ	գարշ	A
է	է	եմ	V
ծաղր	ծաղր	ծաղր	N+Com
կուսի,	կուսի	կոյս	A
եւ	եւ	եւ	I+Conj
գարշելի	գարշելի	գարշելի	A
կատակաբանութիւն,	կատակաբանութիւն	կատակաբանութիւն	N+Com
եւ	եւ	եւ	I+Conj
անդի	անդի	անտի (անտի)	I+Adv
գայթակղին	գայթակղին	գայթակղեմ	V
կարճամիտքն։	կարճամիտքն	կարճամիտ@ն	A@PRO+Dem
Որ	որ	որ	PRO+Rel
զարդարեալ	զարդարեալ	զարդարեմ	V
է	է	եմ	V
հանդերձիւք	հանդերձիւք	հանդերձ (հանդերձից)	N+Com
կուսան,	կուսան	կուսան	N+Com
մերկ	մերկ	մերկ	A
է	է	եմ	V
յառաքինութենէ։	յառաքինութենէ	ի@առաքինութիւն	I+Prep@N+Com
Մի՛	մի	մի (ոչ)	I+Neg
խառնիր	խառնիր	խառնեմ	V
ընդ	ընդ	ընդ	I+Prep
քորս	քորս	քոյր	N+Com
աշխարհականս,	աշխարհականս	աշխարհական	A
զի	զի	զի	I+Conj
մի	մի	մի (ոչ)	I+Neg
փոխեսցին	փոխեսցին	փոխեմ	V
խորհուրդք	խորհուրդք	խորհուրդ	N+Com
քո։	քո	դու	PRO+Per2s
Ցանկութիւն	ցանկութիւն	ցանկութիւն	N+Com
զբաղման	զբաղման	զբաղումն	N+Com
եւ	եւ	եւ	I+Conj
տեսանելոյ	տեսանելոյ	տեսանեմ	V
զտունս	զտունս	զ@տուն	I+Prep@N+Com
այլոց,	այլոց	այլ (այլոց)	A
խաւար	խաւար	խաւար	N+Com
առնեն	առնեն	առնեմ	V
խորհրդոց	խորհրդոց	խորհուրդ	N+Com
եւ	եւ	եւ	I+Conj
հաստատուն	հաստատուն	հաստատուն	A
բարուց։	բարուց	բարք	N+Com
Կուսան	կուսան	կուսան	N+Com
հաւատացեալ՝	հաւատացեալ	հաւատամ	V
յընչից	յընչից	ի@ինչ (ընչից)	I+Prep@N+Com
ոչ	ոչ	ոչ	I+Neg
երկիցէ․	երկիցէ	երկնչիմ	V
եւ	եւ	եւ	I+Conj
անհաւատն	անհաւատն	անհաւատ@ն	A@PRO+Dem
ի	ի	ի	I+Prep
ստուերէ	ստուերէ	ստուեր	N+Com
նորա	նորա	նա (նա)	PRO+Dem
փախիցէ։	փախիցէ	փախչիմ	V
Չարութիւն	չարութիւն	չարութիւն	N+Com
շարժէ	շարժէ	շարժեմ	V
զոգի,	զոգի	զ@ոգի	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
նախանձ	նախանձ	նախանձ	N+Com
ուտէ	ուտէ	ուտեմ	V
զնա։	զնա	զ@նա (նա)	I+Prep@PRO+Dem
Եւ	եւ	եւ	I+Conj
որ	որ	որ	PRO+Rel
արհամարհէ	արհամարհէ	արհամարհեմ	V
զքոյր	զքոյր	զ@քոյր	I+Prep@N+Com
իւր	իւր	իւր (իւրեանց)	PRO+Ref
տկար,	տկար	տկար	A
ի	ի	ի	I+Prep
Տեառնէ	տեառնէ	տէր	N+Com
ի	ի	ի	I+Prep
բաց	բաց	բաց	A
եկաց։	եկաց	կամ (կալ)	V
Մի՛	մի	մի (ոչ)	I+Neg
ասեր,	ասեր	ասեմ	V
այս	այս	այս (սա)	PRO+Dem
իմ	իմ	ես	PRO+Per1s
եւ	եւ	եւ	I+Conj
այն	այն	այն	PRO+Dem
քո․	քո	դու	PRO+Per2s
զի	զի	զի	I+Conj
ի	ի	ի	I+Prep
Տէր	տէր	տէր	N+Com
Յիսուս	յիսուս	Յիսուս	N+Ant
յամենայն	յամենայն	ի@ամենայն	I+Prep@PRO+Ind
ինչ	ինչ	ինչ (իրիք)	PRO+Ind
հասարակաց	հասարակաց	հասարակաց	A
է։	է	եմ	V
Մի՛	մի	մի (ոչ)	I+Neg
քններ	քններ	քննեմ	V
զաւտարս,	զաւտարս	զ@աւտար	I+Prep@A
եւ	եւ	եւ	I+Conj
յանկման	յանկման	ի@անկումն	I+Prep@N+Com
քեռ	քեռ	քոյր	N+Com
քո	քո	դու	PRO+Per2s
հառաչեա՛	հառաչեա	հառաչեմ	V
ընդ	ընդ	ընդ	I+Prep
նմա։	նմա	նա (նա)	PRO+Dem
Աւգնեա՛	աւգնեա	աւգնեմ	V
կարաւտեալ	կարաւտեալ	կարաւտիմ	V
քերց,	քերց	քոյր	N+Com
եւ	եւ	եւ	I+Conj
յազնուական	յազնուական	ի@ազնուական	I+Prep@A
անձն	անձն	անձն	N+Com
քո	քո	դու	PRO+Per2s
մի՛	մի	մի (ոչ)	I+Neg
հպարտանար։	հպարտանար	հպարտանամ	V
Յեկեղեցի	յեկեղեցի	ի@եկեղեցի	I+Prep@N+Com
Տեառն	տեառն	տէր	N+Com
մի՛	մի	մի (ոչ)	I+Neg
հաներ	հաներ	հանեմ	V
բան	բան	բան	N+Com
ի	ի	ի	I+Prep
լսելիս	լսելիս	լսելի	A
ուրուք,	ուրուք	ոք	PRO+Ind
եւ	եւ	եւ	I+Conj
զակն	զակն	զ@ակն	I+Prep@N+Com
քո	քո	դու	PRO+Per2s
մի՛	մի	մի (ոչ)	I+Neg
ածեր	ածեր	ածեմ	V
զվայրաւք,	զվայրաւք	զ@վայր	I+Prep@N+Com
զի	զի	զի	I+Conj
ոչ	ոչ	ոչ	I+Neg
ծածկի	ծածկի	ծածկեմ	V
ի	ի	ի	I+Prep
Տեառնէ։	տեառնէ	տէր	N+Com
Հեռացո՛	հեռացո	հեռացուցանեմ	V
ի	ի	ի	I+Prep
քէն	քէն	դու	PRO+Per2s
զցանկութիւն․	զցանկութիւն	զ@ցանկութիւն	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
թշնամիքն	թշնամիքն	թշնամի@ն	A@PRO+Dem
քո	քո	դու	PRO+Per2s
ա՛յլ	այլ	այլ (եւ)	I+Conj
ոչ	ոչ	ոչ	I+Neg
նեղեն	նեղեն	նեղեմ	V
զքեզ։	զքեզ	զ@դու	I+Prep@PRO+Per2s
Երգեա՛	երգեա	երգեմ	V
սրտիւդ,	սրտիւդ	սիրտ@դ	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
շարժմամբ	շարժմամբ	շարժումն	N+Com
լեզուիդ	լեզուիդ	լեզու@դ	N+Com@PRO+Dem
միայն։	միայն	միայն	A
Կուսան	կուսան	կուսան	N+Com
կարճամիտ	կարճամիտ	կարճամիտ	A
արծաթասէր	արծաթասէր	արծաթասէր	A
է․	է	եմ	V
եւ	եւ	եւ	I+Conj
կուսան	կուսան	կուսան	N+Com
երկայնամիտ՝	երկայնամիտ	երկայնամիտ	A
կարճէ	կարճէ	կարճեմ	V
զհարկաւորն։	զհարկաւորն	զ@հարկաւոր@ն	I+Prep@A@PRO+Dem
Կայծ	կայծ	կայծ	N+Com
վառեալ	վառեալ	վառեմ	V
ոչ	ոչ	ոչ	I+Neg
ըմբռնի	ըմբռնի	ըմբռնեմ	V
դիւրաւ․	դիւրաւ	դիւր	A
եւ	եւ	եւ	I+Conj
անձն	անձն	անձն	N+Com
կուսի՝	կուսի	կոյս	A
հարեալ	հարեալ	հարկանեմ	V
նետիւ՝	նետիւ	նետ	N+Com
ոչ	ոչ	ոչ	I+Neg
բժշկի։	բժշկի	բժշկեմ	V
Մի՛	մի	մի (ոչ)	I+Neg
տար	տար	տանիմ	V
զանձն	զանձն	զ@անձն	I+Prep@N+Com
քո	քո	դու	PRO+Per2s
չար	չար	չար	A
խորհրդոց,	խորհրդոց	խորհուրդ	N+Com
զի	զի	զի	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
հեռասցիս	հեռասցիս	հեռանամ	V
յաղաւթից։	յաղաւթից	ի@աղաւթք	I+Prep@N+Com
Դժուա՛ր	դժուար	դժուար	A
է	է	եմ	V
տրտմութիւն	տրտմութիւն	տրտմութիւն	N+Com
եւ	եւ	եւ	I+Conj
ծուլութիւն,	ծուլութիւն	ծուլութիւն	N+Com
եւ	եւ	եւ	I+Conj
արտասուք	արտասուք	արտասուք	N+Com
առ	առ	առ (ի)	I+Prep
Աստուած	աստուած	աստուած	N+Com
մեծ	մեծ	մեծ	A
է	է	եմ	V
քան	քան	քան	I+Conj
զերկոսեան։	զերկոսեան	զ@երկոքեան	I+Prep@N+Com
Սով	սով	սով	N+Com
եւ	եւ	եւ	I+Conj
ծարաւ՝	ծարաւ	ծարաւ	N+Com
ցամաքէ	ցամաքէ	ցամաքեմ	V
զցանկութիւն․	զցանկութիւն	զ@ցանկութիւն	I+Prep@N+Com
արթնութիւն	արթնութիւն	արթնութիւն	N+Com
բարի՝	բարի	բարի	A
մաքրէ	մաքրէ	մաքրեմ	V
զմիտս։	զմիտս	զ@միտ	I+Prep@N+Com
Բարկութիւն	բարկութիւն	բարկութիւն	N+Com
դարձուցանէ	դարձուցանէ	դարձուցանեմ	V
զսէրն․	զսէրն	զ@սէր@ն	I+Prep@N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
զդառնութիւն՝	զդառնութիւն	զ@դառնութիւն	I+Prep@N+Com
քաղցր	քաղցր	քաղցր	A
առնէ	առնէ	առնեմ	V
տուրքն։	տուրքն	տուր@ն	N+Com@PRO+Dem
Որ	որ	որ	PRO+Rel
հպարտանայ	հպարտանայ	հպարտանամ	V
ի	ի	ի	I+Prep
վերայ	վերայ	վերայ	I+Adv
քեռն,	քեռն	քոյր@ն	N+Com@PRO+Dem
հեռանայ	հեռանայ	հեռանամ	V
ի	ի	ի	I+Prep
սենեկէն	սենեկէն	սենեակ@ն	N+Com@PRO+Dem
կենաց,	կենաց	կեանք	N+Com
եւ	եւ	եւ	I+Conj
բախէ	բախէ	բախեմ	V
ի	ի	ի	I+Prep
դրանն,	դրանն	դուռն@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
ոչ	ոչ	ոչ	I+Neg
ոք	ոք	ոք	PRO+Ind
բանայ	բանայ	բանամ	V
նմա։	նմա	նա (նա)	PRO+Dem
Կուսան	կուսան	կուսան	N+Com
անողորմ	անողորմ	անողորմ	A
ոչ	ոչ	ոչ	I+Neg
տեսանէ	տեսանէ	տեսանեմ	V
զփեսայն	զփեսայն	զ@փեսայ@ն	I+Prep@N+Com@PRO+Dem
եկեալ։	եկեալ	գամ (գալ)	V
Ապակի	ապակի	ապակի	N+Com
հարեալ	հարեալ	հարկանեմ	V
զքարի,	զքարի	զ@քար	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
կուսան	կուսան	կուսան	N+Com
դիպեալ	դիպեալ	դիպեմ	V
առն։	առն	այր (արանց)	N+Com
Լաւ	լաւ	լաւ	A
է	է	եմ	V
կին	կին	կին	N+Com
աշխարհական՝	աշխարհական	աշխարհական	A
հեզ	հեզ	հեզ	A
եւ	եւ	եւ	I+Conj
հանդարտ,	հանդարտ	հանդարտ	A
քան	քան	քան	I+Conj
կուսան	կուսան	կուսան	N+Com
բարկացող	բարկացող	բարկացող	N+Com
եւ	եւ	եւ	I+Conj
յանդուգն։	յանդուգն	յանդուգն	N+Com
Որ	որ	որ	PRO+Rel
կատակէ	կատակէ	կատակեմ	V
ընդ	ընդ	ընդ	I+Prep
առն,	առն	այր (արանց)	N+Com
լարիւք	լարիւք	լար	N+Com
քարշէ	քարշէ	քարշեմ	V
զնա։	զնա	զ@նա (նա)	I+Prep@PRO+Dem
Որպէս	որպէս	որպէս	I+Conj
մարգարիտ	մարգարիտ	մարգարիտ	N+Com
ի	ի	ի	I+Prep
մատանի,	մատանի	մատանի	N+Com
եւ	եւ	եւ	I+Conj
հեզութիւն	հեզութիւն	հեզութիւն	N+Com
ի	ի	ի	I+Prep
կուսան։	կուսան	կուսան	N+Com
Երգք	երգք	երգ	N+Com
դիւականք	դիւականք	դիւական	A
թուլացուցանեն	թուլացուցանեն	թուլացուցանեմ	V
զհոգիս։	զհոգիս	զ@հոգի	I+Prep@N+Com
Պատրաստեաց	պատրաստեաց	պատրաստեմ	V
դու	դու	դու	PRO+Per2s
յամենայնի․	յամենայնի	ի@ամենայն	I+Prep@PRO+Ind
եւ	եւ	եւ	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
խնդար	խնդար	խնդամ	V
ընդ	ընդ	ընդ	I+Prep
հեշտալիսն,	հեշտալիսն	հեշտալի@ն	A@PRO+Dem
զի	զի	զի	I+Conj
գարշելի	գարշելի	գարշելի	A
է	է	եմ	V
Տեառն։	տեառն	տէր	N+Com
Թէ	թէ	եթե	I+Conj
ճաշակէ	ճաշակէ	ճաշակեմ	V
քոյր	քոյր	քոյր	N+Com
քո՝	քո	դու	PRO+Per2s
մի՛	մի	մի (ոչ)	I+Neg
արհամարհել,	արհամարհել	արհամարհեմ	V
եւ	եւ	եւ	I+Conj
ընդ	ընդ	ընդ	I+Prep
ժուժկալելն	ժուժկալելն	ժուժկալեմ@ն	V@PRO+Dem
քո՝	քո	դու	PRO+Per2s
մի՛	մի	մի (ոչ)	I+Neg
հպարտանար,	հպարտանար	հպարտանամ	V
զի	զի	զի	I+Conj
ոչ	ոչ	ոչ	I+Neg
գիտես	գիտես	գիտեմ	V
զինչ	զինչ	զ@ինչ (իրիք)	I+Prep@PRO+Ind
խորհի	խորհի	խորհիմ	V
տէր	տէր	տէր	N+Com
քո․	քո	դու	PRO+Per2s
եւ	եւ	եւ	I+Conj
ո՞	ո	ո՞	PRO+Int
կարէ	կարէ	կարեմ	V
կալ	կալ	կամ (կալ)	V
առաջի	առաջի	առաջի	I+AdvPr
նորա։	նորա	նա (նա)	PRO+Dem
Առաջնորդաց	առաջնորդաց	առաջնորդ	A
Եւ	եւ	եւ	I+Conj
Աշակերտաց	աշակերտաց	աշակերտ	N+Com
Քսաներորդ	քսաներորդ	քսաներորդ	NUM+Ord
Երրորդ	երրորդ	երրորդ	NUM+Ord
Նաւապետ	նաւապետ	նաւապետ	N+Com
տգէտ	տգէտ	տգէտ	A
զնաւն,	զնաւն	զ@նաւ@ն	I+Prep@N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
առաջնորդ	առաջնորդ	առաջնորդ	A
անմիտ	անմիտ	անմիտ	A
զաշակերտն	զաշակերտն	զ@աշակերտ@ն	I+Prep@N+Com@PRO+Dem
կորուսանեն։	կորուսանեն	կորուսանեմ	V
Զհովիւ	զհովիւ	զ@հովիւ	I+Prep@N+Com
անարուեստ	անարուեստ	անարուեստ	A
եւ	եւ	եւ	I+Conj
բեկանող,	բեկանող	բեկանող	N+Com
գայլք	գայլք	գայլ	N+Com
կորուսանեն	կորուսանեն	կորուսանեմ	V
զնա։	զնա	զ@նա (նա)	I+Prep@PRO+Dem
Հովիւ՝	հովիւ	հովիւ	N+Com
յանձրեւու	յանձրեւու	ի@անձրեւ	I+Prep@N+Com
ոչ	ոչ	ոչ	I+Neg
կարէ	կարէ	կարեմ	V
ժողովել	ժողովել	ժողովեմ	V
զհաւտն	զհաւտն	զ@հաւտ@ն	I+Prep@N+Com@PRO+Dem
իւր․	իւր	իւր (իւրեանց)	PRO+Ref
եւ	եւ	եւ	I+Conj
առաջնորդ	առաջնորդ	առաջնորդ	A
անմիտ	անմիտ	անմիտ	A
ոչ	ոչ	ոչ	I+Neg
կարէ	կարէ	կարեմ	V
տալ	տալ	տամ	V
հնարս	հնարս	հնար	N+Com
փրկութեան	փրկութեան	փրկութիւն	N+Com
յաւուր	յաւուր	ի@աւր	I+Prep@N+Com
կարեաց։	կարեաց	կարիք	N+Com
Մեծ	մեծ	մեծ	A
է	է	եմ	V
զաւրութիւն	զաւրութիւն	զաւրութիւն	N+Com
պատերազմի,	պատերազմի	պատերազմ	N+Com
եւ	եւ	եւ	I+Conj
բժիշկ	բժիշկ	բժիշկ	N+Com
ախտից	ախտից	ախտ	N+Com
է	է	եմ	V
իմաստուն	իմաստուն	իմաստուն	A
առաջնորդ,	առաջնորդ	առաջնորդ	A
զի	զի	զի	I+Conj
ոչ	ոչ	ոչ	I+Neg
տայ	տայ	տամ	V
նետից	նետից	նետ	N+Com
հարկանել	հարկանել	հարկանեմ	V
զաշակերտսն,	զաշակերտսն	զ@աշակերտ@ն	I+Prep@N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
թէ	թէ	եթե	I+Conj
դիպի՝	դիպի	դիպիմ	V
դիւրաւ	դիւրաւ	դիւր	A
բժշկէ։	բժշկէ	բժշկեմ	V
Աշակերտ	աշակերտ	աշակերտ	N+Com
անլսելի՝	անլսելի	անլսելի	A
փայտ	փայտ	փայտ	N+Com
է	է	եմ	V
անածելի	անածելի	անածելի	A
թիւրեալ։	թիւրեալ	թիւրեմ	V
Եղբայր	եղբայր	եղբայր	N+Com
անլսող	անլսող	անլսող	N+Com
նման	նման	նման	A
է	է	եմ	V
լարի,	լարի	լար	N+Com
որ	որ	որ	PRO+Rel
անձայն	անձայն	անձայն	A
է,	է	եմ	V
եւ	եւ	եւ	I+Conj
ապականէ	ապականէ	ապականեմ	V
զձայն	զձայն	զ@ձայն	I+Prep@N+Com
ընկերացն։	ընկերացն	ընկեր@ն	N+Com@PRO+Dem
Իշամեղու	իշամեղու	իշամեղու	N+Com
ուտէ	ուտէ	ուտեմ	V
զվաստակս	զվաստակս	զ@վաստակ	I+Prep@N+Com
մեղուաց,	մեղուաց	մեղու	N+Com
եւ	եւ	եւ	I+Conj
անվաստակ	անվաստակ	անվաստակ	A
եղբայր՝	եղբայր	եղբայր	N+Com
որոգայթ	որոգայթ	որոգայթ	N+Com
է	է	եմ	V
ընկերացն։	ընկերացն	ընկեր@ն	N+Com@PRO+Dem
Հեծեալ	հեծեալ	հեծանիմ	V
երկչոտ	երկչոտ	երկչոտ	A
ի	ի	ի	I+Prep
պատերազմի՝	պատերազմի	պատերազմ	N+Com
աւերէ	աւերէ	աւերեմ	V
զայլսն,	զայլսն	զ@այլ (այլոց)@ն	I+Prep@A@PRO+Dem
եւ	եւ	եւ	I+Conj
աշակերտ	աշակերտ	աշակերտ	N+Com
թոյլ՝	թոյլ	թոյլ	A
զժրութիւն	զժրութիւն	զ@ժրութիւն	I+Prep@N+Com
եղբարց։	եղբարց	եղբայր	N+Com
Միաբանութիւն	միաբանութիւն	միաբանութիւն	N+Com
մեղուաց	մեղուաց	մեղու	N+Com
հիւսէ	հիւսէ	հիւսեմ	V
խորիսխ	խորիսխ	խորիսխ	N+Com
եւ	եւ	եւ	I+Conj
պարս,	պարս	պարս (պարսից)	N+Com
եւ	եւ	եւ	I+Conj
միաբանութիւն	միաբանութիւն	միաբանութիւն	N+Com
եղբարց՝	եղբարց	եղբայր	N+Com
զարքայութիւն։	զարքայութիւն	զ@արքայութիւն	I+Prep@N+Com
Փող	փող	փող	N+Com
զարթուցանէ	զարթուցանէ	զարթուցանեմ	V
զմիտս	զմիտս	զ@միտ	I+Prep@N+Com
պատերազմողաց,	պատերազմողաց	պատերազմող	N+Com
եւ	եւ	եւ	I+Conj
քարոզութիւն	քարոզութիւն	քարոզութիւն	N+Com
քաջաց՝	քաջաց	քաջ	A
զեղբարս։	զեղբարս	զ@եղբայր	I+Prep@N+Com
Առաջնորդ,	առաջնորդ	առաջնորդ	A
զինուորեա՛	զինուորեա	զինուորեմ	V
զաշակերտս	զաշակերտս	զ@աշակերտ	I+Prep@N+Com
բարի	բարի	բարի	A
վարուք,	վարուք	վարք	N+Com
եւ	եւ	եւ	I+Conj
դիր	դիր	դնեմ	V
զյոյս	զյոյս	զ@յոյս	I+Prep@N+Com
դոցա	դոցա	դա	PRO+Dem
յաշխարհն	յաշխարհն	ի@աշխարհ@ն	I+Prep@N+Com@PRO+Dem
որ	որ	որ	PRO+Rel
գալոցն	գալոցն	գամ (գալ)@ն	V@PRO+Dem
է։	է	եմ	V
Զգեցո՛	զգեցո	զգեցուցանեմ	V
դոցա	դոցա	դա	PRO+Dem
զվահանն	զվահանն	զ@վահան@ն	I+Prep@N+Com@PRO+Dem
հաւատոյ	հաւատոյ	հաւատ	N+Com
առ	առ	առ (ի)	I+Prep
Աստուած․	աստուած	աստուած	N+Com
զարդարեա՛	զարդարեա	զարդարեմ	V
զոտս	զոտս	զ@ոտն	I+Prep@N+Com
դոցա	դոցա	դա	PRO+Dem
պատրաստութեամբ	պատրաստութեամբ	պատրաստութիւն	N+Com
աւետարանին․	աւետարանին	աւետարան@ն	N+Com@PRO+Dem
ագո՛	ագո	ագուցանեմ	V
զզրահն	զզրահն	զ@զրահ@ն	I+Prep@N+Com@PRO+Dem
արդարութեան,	արդարութեան	արդարութիւն	N+Com
եւ	եւ	եւ	I+Conj
պնդեա	պնդեա	պնդեմ	V
զմէջս	զմէջս	զ@մէջ	I+Prep@N+Com
դոցա	դոցա	դա	PRO+Dem
բանիւ	բանիւ	բան	N+Com
ողջախոհութեան։	ողջախոհութեան	ողջախոհութիւն	N+Com
Տու՛ր	տուր	տամ	V
սուսեր՝	սուսեր	սուսեր	N+Com
սպանանել	սպանանել	սպանանեմ	V
զախտս	զախտս	զ@ախտ	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
զցանկութիւնս,	զցանկութիւնս	զ@ցանկութիւն	I+Prep@N+Com
եթէ	եթէ	եթե	I+Conj
յաւժարք	յաւժարք	յաւժար	A
են։	են	եմ	V
Ցո՛յց	ցոյց	ցուցանեմ	V
դոցա	դոցա	դա	PRO+Dem
զահ	զահ	զ@ահ (ահից)	I+Prep@N+Com
եւ	եւ	եւ	I+Conj
զերկիւղ	զերկիւղ	զ@երկիւղ	I+Prep@N+Com
դատաստանին․	դատաստանին	դատաստան@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
որ	որ	որ	PRO+Rel
է	է	եմ	V
յաղթող՝	յաղթող	յաղթող	N+Com
գովեսցես,	գովեսցես	գովեմ	V
զի	զի	զի	I+Conj
ժրասցի․	ժրասցի	ժրանամ	V
եւ	եւ	եւ	I+Conj
զյաղթեալն	զյաղթեալն	զ@յաղթեմ@ն	I+Prep@V@PRO+Dem
կանուխ	կանուխ	կանուխ	A
բժշկեա՛։	բժշկեա	բժշկեմ	V
Ո՛չ	ոչ	ոչ	I+Neg
է	է	եմ	V
պարտ	պարտ	պարտ	N+Com
բարկանալ	բարկանալ	բարկանամ	V
ընդ	ընդ	ընդ	I+Prep
յանցանս	յանցանս	յանցանք	N+Com
եղբաւր	եղբաւր	եղբայր	N+Com
քո,	քո	դու	PRO+Per2s
զի	զի	զի	I+Conj
մի՛	մի	մի (ոչ)	I+Neg
նախ	նախ	նախ	I+Adv
քան	քան	քան	I+Conj
զբժշկելն	զբժշկելն	զ@բժշկեմ@ն	I+Prep@V@PRO+Dem
նորա՝	նորա	նա (նա)	PRO+Dem
հիւանդասցիս	հիւանդասցիս	հիւանդանամ	V
դու,	դու	դու	PRO+Per2s
այլ	այլ	այլ (եւ)	I+Conj
հեզութեամբ	հեզութեամբ	հեզութիւն	N+Com
տու՛ր	տուր	տամ	V
նմա	նմա	նա (նա)	PRO+Dem
առողջութիւն,	առողջութիւն	առողջութիւն	N+Com
զի	զի	զի	I+Conj
բժիշկ	բժիշկ	բժիշկ	N+Com
իմաստուն	իմաստուն	իմաստուն	A
ոչ	ոչ	ոչ	I+Neg
բարկանայ	բարկանայ	բարկանամ	V
հիւանդաց։	հիւանդաց	հիւանդ	A
Եւ	եւ	եւ	I+Conj
որք	որք	որ	PRO+Rel
ելանեն	ելանեն	ելանեմ	V
յԵգիպտոսէ,	յեգիպտոսէ	ի@Եգիպտոս	I+Prep@N+Top
հոգա՛	հոգա	հոգամ	V
նոցա	նոցա	նա (նա)	PRO+Dem
զճանապարհն	զճանապարհն	զ@ճանապարհ@ն	I+Prep@N+Com@PRO+Dem
անապատին,	անապատին	անապատ@ն	A@PRO+Dem
զի	զի	զի	I+Conj
նեղութիւն	նեղութիւն	նեղութիւն	N+Com
ծնանի	ծնանի	ծնանիմ	V
զհամբերութիւն։	զհամբերութիւն	զ@համբերութիւն	I+Prep@N+Com
Եւ	եւ	եւ	I+Conj
յորժամ	յորժամ	յորժամ	I+Conj
սկսանին	սկսանին	սկսանիմ	V
վաստակոց,	վաստակոց	վաստակ	N+Com
տա՛ր	տար	տանիմ	V
զնոսա	զնոսա	զ@նա (նա)	I+Prep@PRO+Dem
յԱղիմ	յաղիմ	ի@Աղիմ	I+Prep@N+Top
եւ	եւ	եւ	I+Conj
տու՛ր	տուր	տամ	V
տեսանել	տեսանել	տեսանեմ	V
նոցա	նոցա	նա (նա)	PRO+Dem
եաւթանասունեւերկու	եաւթանասունեւերկու	եաւթանասունեւերկու	NUM+Car
արմաւենիս	արմաւենիս	արմաւենի	N+Com
եւ	եւ	եւ	I+Conj
ա՛ծ	ած	ածեմ	V
առ	առ	առ (ի)	I+Prep
երկոտասան	երկոտասան	երկոտասան	NUM+Car
աղբիւրն	աղբիւրն	աղբիւր@ն	N+Com@PRO+Dem
եւ	եւ	եւ	I+Conj
անցո՛	անցո	անցուցանեմ	V
զնոսա	զնոսա	զ@նա (նա)	I+Prep@PRO+Dem
ընդ	ընդ	ընդ	I+Prep
ամենայն	ամենայն	ամենայն	PRO+Ind
անապատն՝	անապատն	անապատ@ն	A@PRO+Dem
մինչեւ	մինչեւ	մինչեւ	I+Conj
ժամանեն	ժամանեն	ժամանեմ	V
յերկիրն	յերկիրն	ի@երկիր@ն	I+Prep@N+Com@PRO+Dem
աւետեաց․	աւետեաց	աւետիք	N+Com
եւ	եւ	եւ	I+Conj
